,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
749,Cedar,Food,Arundel, Pub/Bar,69,So so food but terrible service,We spent a night at the Hilton and decided to eat at the restaurant so we didn’t need to drive. Food was ok (but didn’t think worth the price) but service was awful. We had to ask multiple times for our food and drink and spent over 2 hours eating our meal. Really disappointed.,2,3.0,2.0,British,1
750,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,7,"Good food, excellent value",The food is very good here but the service has much room for improvement. There never seems to be enough staff on duty and the wait is sometimes very long.,4,4.0,1.0,British,0
751,The Diner,Food,Bognor, Steakhouse/Diner,8,Disappointing ,"The service was very slow, beer was flat and the food was a bit tired looking to say the least. It looked like the chips had been left under the lights for an age - very dry. Wouldn't return!",2,1.0,2.0,American,1
752,WWT Wetland,Attractions,Arundel,Nature/Gardens,2,"Great staff, lovely day out!","We loved the friendly staff, enjoyed our little tour in the row boat with one of the guides learning about the birds and water-based animals at the centre.

It was a beautiful setting to take a stroll in, with lots of beautiful and unusual birds to delight you.
Read less",5,2.0,0.0,0,0
753,Beachcomber Inn,Food,Bognor, Café,1,80s theme Vintage style,"The Beachcomber is a light, vintage style, beach side themed venue, where you can relax and take a step away from the buzz of the skyline activities. The menu ticks boxes for those on a heath kick with various salads and also those in need for a hangover cure, burger or full English. Those working were always smiling and interacting with guests and nothing was too much trouble. A northern girl (Catherine I believe) was very informative, although very new to Butlins and was genuinely interested in how our weekend had been. Will be back soon to Butlins and also the Beachcomber",5,1.0,0.0,British,0
754,Avisford,Accommodation,Arundel,Hotel,0,Absolute disgrace!,"I cannot even explain how disappointed I was in this hotel stay. This was booked for my birthday as a surprise pamper night away,my partner saved up for a while to take me away.
We were given a tiny box room with a miniscule window, we wanted to relax swim and use the spa...
Instead we went to Arundel for the evening as we couldn't relax in our old, dank teeny box.
Pool closed, spa full, could barely walk round the bed in the room.
May as well have set fire to £200. Absolute joke.
If you're going cancel ASAP!!!!
Read less",1,3.0,0.0,0,1
755,Reema,Food,Littlehampton, Restaurant,28,Always a great meal,Reema is a relatively small restaurant so has a great atmosphere. The food and service are always faultless. Book in advance for busy periods (and have the chicken Rajasthan!),5,2.0,1.0,Indian,0
756,Fish & Chips,Food,Bognor, Fast Food/Takeaway,2,Close it down now!,"How does this place even exist. Why have the council not closed it down. We paid £17.40 for fish and chips here today. Took it across the road and fed it to the seagulls.
This isn’t food. Run a mile. Run. Keep on running.",1,4.0,0.0,Seafood,1
757,Harbour Park,Attractions,Littlehampton,Amusements/Fun,38,Outing with family,"Really good place to go ,nice cafe and good food ,plenty for children to do lots of amusements, good place to go if raining . A very enjoyable day out
Read less",4,3.0,2.0,0,0
758,Arundel Castle,Attractions,Arundel,Historical/Culture,8,access to wheelchair users,"I would like to offer a great review BUT I am fully dependant on using my manual wheelchair and cannot use the site Buggy to get from the visitor entrance to the castle which is up a long and steep gradient. This in reality makes this attraction impossible for me to see as cars are not allowed to enter the site. Surely the site could invest in a buggy that takes people in a wheelchair that cannot transfer to the Buggy. I am really disappointed that they have not really understood the real meaning of access for all
Read less",2,3.0,2.0,0,1
759,Robin Hood,Food,Bognor, Pub/Bar,646,"A bit quiet, but great service","We visited early evening on a Friday and, initially, were the only people in the restaurant. As time went by, two larger groups arrived, but it still seemed very quiet for a Friday. Food was great - the mushrooms and Stilton was very tasty, and the chefs hunter chicken was a substantial meal.",4,2.0,1.0,British,0
760,Pizza Express,Food,Arundel, Restaurant,67,Miserable staff and a soggy pizza ,"Called in here early Friday evening. Was met by the most miserable, unwelcoming 2 waitresses. The one who served our table didn’t crack a smile the whole time we were there. Looking at the other staff, it seemed to be the same with all of them. My pizza was burnt on outside yet soggy in the middle. Wish we had gone to the osteria a few doors along where the staff are friendly and the pizzas are great and cheaper. You also get a better selection of wine. For a £15 pizza, there must have been less than £1 of topping on it.

Very poor all round. Not sure how others have said about friendly staff, perhaps they had left as they definitely weren’t there on our visit.",1,4.0,1.0,Italian/Pizza,1
