,Name,Category,Town,Type,Contributions,Title,Review,Date,LocCode,Cuisine,Score
449,Robin Hood,Food,Bognor,Pub/Bar,8,Frozen Roasts and Microwave Over-use ,"Just finished a Sunday roast with my family and we were all left really disappointed. Roast potatoes were obviously from the freezer as were the Yorkshire puddings and they have then microwaved to death along with the rest of the meals. Couldn't say it was busy as there was one other table in the whole place eating. My daughter's mashed potato had been microwaved so much it was solid and her corn on the cob was stone cold. The kids pizza is a microwave Chicago Town pizza that was just awful.

Disappointed really as the food in here used to be really good but has gone majorly downhill.",3.0,2.0,British,1
1041,Oyster Catcher,Food,Littlehampton,Pub/Bar,7,AWFUL FOOD,Ordered the chicken pie and veg cold veg. Pie was full of knobbly chicken that was inedible. Such a shame beautiful poor and lovely staff. The very same thing happened 6 months ago thought and hoped there would be a improvement clearly not. Will not be going again!!!,1.0,1.0,British,1
354,Robin Hood,Food,Bognor,Pub/Bar,38,AWFUL AWFUL AWFUL,"I attended a Christmas party here with my workplace colleagues, absolutely without question the worst food I've ever had, definitely won't be eating here again, this is the exact opposite of the SAME meal I had at the Bull in Goring, Sussex, read my review for that.
for the starter I had the prawn cocktail which was spread out on a plate with accompanied with stale bread and butter, for the main meal I had the traditional Turkey, this wasn't too bad, the vegetables were so overcooked it was just tasteless mush slopped onto the plate, the sweet was Christmas pudding that had been microwaved, and the brandy butter had been added BEFORE heating !! it was rendered inedible with HOT brandy butter ....Mmmm delicious .... not !!
 the 'chef' is clearly incapable of even being considered a 'microwave warrior'
 NEVER EVER AGAIN, I've also sent this message directly to the Robin Hood",4.0,1.0,British,1
126,Charcoal Grill Meze,Food,Bognor,Pub/Bar,2,Saturday 9pm,"Staff uninterested upon our arrival, no big deal. Waitress struggled with our order, explained by waiter that she struggled with english, fair enough. Starter arrived without salad. Hummus is better in M&S. Mixed grill had no skewers or separation by peppers,onions, tomatoes etc. Tasted and looked like mum should have gone elsewhere.
Upon paying bill (in full) and reflecting feedback to manager, met with defence and disdain. No return custom here. Shame.",3.0,2.0,Other,1
1055,The Dragon,Food,Littlehampton,Fast Food/Takeaway,276,Interesting Chinese!,"Convenient and suprising large inside, this good restuarant shows signs of heavy wear and tear, but nevertheless serves a good value ""eat all you can"" formula of food fast cooked to order. Wheelchair Ramps into the building and to the ""sports bar"". Apart from the hot food being served on cold plates and the veg served swimming in water without having been drained, it was very good.",1.0,2.0,Asian/Oriental,0
651,The Gravy Boat,Food,Littlehampton,Restaurant,3,Delicious food!,"This place is a gem! Our food was simply amazing, we ordered the whitebait and the cod and chips which was delicious, well done to the chefs. Our kids had burgers, chicken and fish from the kids menu, all our portions were very generous so we left staffed! Anyine going to Littlehampton must have a meal there, highly recommended.",3.0,3.0,Other,0
520,Butlins Fish and Chips,Food,Bognor,Restaurant,208,Not open Sundays,"I was on a day pass to Butlins yesterday, having been disgusted by the new pool and other points stated in my Butins review, we came here for fish and chips only to find it closed, the fish and chip takeaway was open but not the restaurant, such a shame its Fantastic food here. please open Sundays and Mondays, we had to walk around town to find another one and that was so annoying when you dont know the town well .",2.0,2.0,British,1
412,Fino,Food,Bognor,Restaurant,3,Best dinner in Felpham,"Went here last night with friends and we all had a fabulous meal. Attentive service, friendly and professional. Highly recommend. The risotto is the best I’ve ever had. Can’t wait to go back.",1.0,1.0,Italian/Pizza,0
715,East Beach Café,Food,Littlehampton,Café,559,Casual feel but good fayre,"Great location and quirky architecture set right on the prom. Car park right behind building.
Above average service, Good menu, not over crammed with items so can assume all fresh cooked, specials board too. Veggies are catered for but limited.
Have been a couple of times now and always found friendly and welcoming. The added bonus of no dogs allowed inside gets a thumbs up from me. There is seating outside if you do have a dog.
This is a small to medium sized cafe so space is a little tight, high chairs availale.
We will be going back soon",3.0,2.0,British,0
830,"The George, Burpham",Food,Arundel,Pub/Bar,387,New Management ,"The George is always a favourite of ours and it’s the first time since the new management have arrived. From the moment the friendly telephone voice said they had a table for 4 and a dog to the time we left it was a real pleasure to be there. We had a fabulous table in a window and enjoyed great beer and tasty starters the smoked chicken salad starter along with the pint of prawns was a treat. The mains where very tasty and the churros with maple syrup was absolutely divine, very well cooked and just the right amount of cinnamon and sugar. The staff where friendly, attentive and added to a great atmosphere. Our dog enjoyed himself as well.",2.0,2.0,British,0
601,Black Horse,Food,Arundel,Pub/Bar,15,Wake,"Had a wake here on 30th January
Got quoted £9.90 per head for mixed sandwiches, crisps and free tea and coffee for 40 people
To say I was disappointed was an understatement
The sandwiches were nice I grant you that. But no way were that small amount were worth £400.
No crisps just cheap onion rings and cheese balls
Hot water for tea ran out
No one came to see us to see if everything was ok
I was embarrassed

I did complain when I got home and got £100 refund
But I would definitely check what you’re getting before you go

It’s a shame as we only went there because of the reputation
I hope they have learned something from this",1.0,2.0,British,1
174,George & Dragon,Food,Arundel,Pub/Bar,39,Good experience ,What a lovely place food exceptional good choice of beers service was very good. Compliments to the chef and waiting staff. Mackerel like I’ve never tasted before. Definitely be returning. ,3.0,2.0,British,0
616,The Waverley,Food,Bognor,Pub/Bar,27,Pleasant staff bang average food.,"Greeted and seated straight away, the Waverley is nice and spacious and has a nice pub/dining divide. Menu pictures and online pictures of the burgers looked delicious so couldn’t resist. For anyone that’s watched ‘falling down’ I completely know how Michael Douglass’s character now feels. You get a better burger on the sea front shacks! And the dirty fries were oven chips with a pinch of cheese and a pinch of meat with a bbq sauce from a bottle. I did eat it all but the prices were far more than a would have wanted to pay. Such a shame!",1.0,1.0,British,1
